lines_of_code,function_count,class_count,import_count,dependency_count,dependent_count,in_degree,out_degree,reference_count,call_count,complexity_score,pagerank,betweenness_centrality,closeness_centrality,is_entry_point,is_test_file,is_config_file,is_private,min_path_length,num_external_deps,unused
61.210685494246974,3,0,2,7,1,1,7,1,5,4.71899457024703,0.004454450056458699,0.0016338850018128349,0.09863406727661041,0.0,0.0,0.0,0.0,2.0,3,1
69.36767388845888,2,0,5,4,1,1,4,1,5,2.235195504656354,0.008124483678580628,0.0004273571217795815,0.48467546725854277,0.0,0.0,0.0,0.0,2.0,4,0
42.074937269862296,1,0,4,4,6,6,4,6,5,4.817188005405436,0.0007964262935875804,0.00026349557577983005,0.3638975156354007,0.0,0.0,1.0,1.0,1.0,2,0
71.3250485024614,0,0,4,3,1,1,3,1,7,3.6097716705252965,0.0014355837231149263,0.00027342204555294585,0.21919219216721292,0.0,0.0,0.0,0.0,1.0,2,0
35.63666291796251,2,0,3,10,5,5,10,5,6,2.841316885195115,0.005422819441864293,0.00450744911182627,0.30151531209337634,0.0,0.0,0.0,0.0,3.0,5,0
38.285547744977016,6,0,2,3,5,5,3,5,4,6.182764583785573,0.001331466530346205,1.0711391261374773e-05,0.2588671245844101,0.0,0.0,1.0,0.0,2.0,2,0
30.10163872587923,6,1,3,4,2,2,4,2,5,1.647632409645444,0.007330482984498527,0.00025013000573156045,0.4043215151982924,0.0,1.0,1.0,1.0,2.0,3,0
6.1586498295551175,3,1,6,2,1,1,2,1,6,4.414935345470606,0.013482795950938986,0.0002573516903851098,0.04079299391502065,0.0,0.0,0.0,0.0,3.0,2,1
10.137534583633963,3,0,8,5,0,0,5,0,3,5.304686404011455,0.0009947163600683288,0.0,0.4085620671688763,0.0,0.0,0.0,0.0,99.0,3,1
6.437015658187422,2,0,2,2,2,2,2,2,6,3.2626858864369077,0.003078856459256756,0.0002316191553938639,0.48560432504374434,0.0,0.0,0.0,0.0,2.0,2,0
50.52782979173973,5,1,2,3,1,1,3,1,10,8.190869142202516,0.0032566431438363786,0.0005955516140375242,0.22049073854547074,0.0,0.0,0.0,1.0,3.0,0,1
21.982851895779493,3,0,2,2,3,3,2,3,5,3.5314395824187845,0.005938486264509482,0.0004462686167784283,0.1037871548575058,0.0,0.0,0.0,0.0,2.0,2,0
36.96967297103855,2,0,4,3,9,9,3,9,8,2.2106690269035054,0.006546081836301811,3.368739824235939e-05,0.0633165050132604,0.0,0.0,0.0,0.0,1.0,1,0
112.1569488430689,2,0,3,4,1,1,4,1,6,2.18013991211398,0.006265066904942187,0.000795868594658938,0.17991022643889418,0.0,0.0,0.0,0.0,2.0,2,0
17.903247034248423,2,0,4,2,3,3,2,3,5,3.6227183685035893,0.007556785875945553,0.0017654377155431886,0.07402061648100002,0.0,0.0,0.0,0.0,1.0,1,0
28.772688869720266,3,1,5,5,10,10,5,10,5,2.0476183351992443,0.0019824180960338524,0.0003860832788551387,0.12255869221511882,0.0,0.0,1.0,0.0,2.0,5,0
68.39371163923624,1,1,6,3,6,6,3,6,7,9.566108413191756,0.002258375188307222,0.0008676588067324418,0.330673694441263,0.0,0.0,0.0,0.0,3.0,2,0
16.691232061282733,6,0,5,3,6,6,3,6,7,2.7581504001225494,0.013129912155076555,2.409299200102362e-05,0.21373131377253335,0.0,1.0,0.0,0.0,3.0,5,0
8.604692534757936,4,0,5,4,5,5,4,5,4,7.284562073025295,0.008016657497713615,0.000323274148804562,0.4514999939986205,0.0,0.0,0.0,0.0,1.0,0,0
20.396313674917568,6,0,5,4,2,2,4,2,6,6.57557422492299,0.004297497156956689,0.0013502961176206003,0.23731249633878884,0.0,0.0,0.0,1.0,2.0,2,0
12.911376132502827,2,0,4,4,7,7,4,7,4,4.2231507406662505,0.00011317915170740499,0.0014573023157961533,0.0855090526758763,0.0,0.0,0.0,1.0,2.0,4,0
124.47275386462812,5,2,3,0,0,0,0,0,8,3.215713658790126,0.0006556916401041536,0.0,0.07793433213676695,0.0,0.0,1.0,0.0,99.0,1,1
79.28991862180563,2,0,4,2,2,2,2,2,4,3.6028808408926447,0.003042474314366637,0.0009768571749679893,0.34962806386824946,0.0,0.0,0.0,0.0,1.0,1,0
50.157238573423896,3,0,7,6,2,2,6,2,2,5.817482918950556,0.004267095724484089,0.00032518661890377294,0.3206139814928169,0.0,0.0,0.0,0.0,1.0,1,0
97.31838787343659,6,1,3,2,0,0,2,0,5,3.995431243247933,0.00041859601246628476,0.0,0.35685666810164185,0.0,0.0,0.0,0.0,99.0,3,1
78.25860233332504,6,1,5,4,2,2,4,2,6,6.21870532856685,0.003290045039250885,0.0005360955703313475,0.17599115412142285,0.0,1.0,1.0,0.0,2.0,3,0
14.29229643613876,5,1,4,3,1,1,3,1,4,2.3484201600024512,0.012484532761431726,0.0013610163449352417,0.4583652105585118,0.0,0.0,0.0,0.0,3.0,0,0
105.38660323560025,4,0,4,4,3,3,4,3,5,4.30637587344297,0.00033250605496102016,0.00025366214168862143,0.06574336251276844,0.0,0.0,0.0,0.0,3.0,1,0
39.87949558847774,3,0,2,3,3,3,3,3,7,2.77729118135904,0.00782391216851076,0.0016800965766151756,0.026095785174119722,0.0,0.0,0.0,0.0,1.0,2,0
79.13067310866047,1,0,4,2,2,2,2,2,8,2.6144249654968115,0.0020693684116078227,0.00023595173430584636,0.37365180991753605,0.0,1.0,1.0,0.0,1.0,2,0
106.89091921788041,4,0,6,2,1,1,2,1,4,2.858895940726794,0.004899250031295906,0.0005073358832501637,0.3417666653210721,0.0,1.0,0.0,0.0,3.0,0,0
22.22288223882433,3,2,3,1,5,5,1,5,5,5.011926436644249,0.009646147206045131,0.0011800066721959041,0.2518446543479144,0.0,0.0,0.0,0.0,2.0,2,0
10.246647205573288,4,0,4,3,1,1,3,1,6,4.591287439208719,0.006994404552514136,0.00042020035645574244,0.03140958455030454,0.0,0.0,1.0,0.0,1.0,3,0
16.640903576272162,2,2,7,1,0,0,1,0,2,1.3164207024141428,0.0007262612724624538,0.0,0.06595820996711838,0.0,0.0,0.0,0.0,99.0,4,1
30.067596173687647,2,0,4,6,3,3,6,3,3,8.06312400353906,0.0007940472735934056,0.001461524924163418,0.10569618179028593,0.0,0.0,1.0,0.0,1.0,0,0
81.67233769875253,4,1,4,1,2,2,1,2,6,4.267926916820437,0.0094154660840015,0.0020373028940657597,0.32297437538031526,0.0,0.0,1.0,0.0,1.0,0,0
93.7105237345925,4,0,4,0,1,1,0,1,3,2.4884739193177356,0.00039456549736486624,0.003821278137848823,0.3348932114334014,0.0,1.0,0.0,0.0,2.0,2,0
5.313938413174279,1,2,6,4,2,2,4,2,5,5.423899721333557,0.0049009032304824715,0.0008956664908043515,0.34168802653928226,0.0,0.0,0.0,0.0,3.0,4,0
37.16942717023501,2,0,5,1,5,5,1,5,8,6.461666009139082,0.0005941086831708845,0.0012819895624923896,0.4034940052587299,0.0,0.0,1.0,0.0,3.0,1,0
29.31229944134021,4,0,2,4,3,3,4,3,2,3.8679846378062086,0.004458416953298157,0.00020587723196827695,0.02215006162482818,1.0,0.0,0.0,0.0,3.0,3,0
16.302530222412102,2,1,1,1,2,2,1,2,3,3.4588732674734293,0.011220621501975794,0.00024331519351612624,0.32519836404174124,0.0,0.0,0.0,0.0,3.0,2,0
10.745617619554107,3,0,5,3,0,0,3,0,3,2.8870499736362296,0.0005377655163020012,0.0,0.13326590328887752,0.0,0.0,0.0,0.0,99.0,3,1
23.53588609380946,5,0,3,3,3,3,3,3,7,5.00507638480049,0.0020108072530517058,0.004639627764524748,0.2898084321658908,1.0,1.0,0.0,1.0,2.0,3,0
133.84045052110173,2,2,3,2,7,7,2,7,7,4.796493299070638,0.012227161609174475,0.0005033258991130405,0.37155909235336426,0.0,0.0,0.0,0.0,1.0,1,0
22.56727112966635,2,0,6,4,3,3,4,3,7,5.894542554115085,0.003495949213740861,0.0011349253605474486,0.3628230418498988,0.0,0.0,0.0,0.0,1.0,1,0
37.91537625920684,2,0,3,5,5,5,5,5,3,5.26218506300104,0.002631318990237957,0.0014169878823991745,0.15107146965261237,0.0,0.0,0.0,0.0,1.0,1,0
59.63391395963847,2,0,2,1,0,0,1,0,2,4.522943467029057,0.0007407663872149065,0.0,0.1841008824734931,0.0,0.0,1.0,0.0,99.0,3,1
25.338852453513304,4,1,3,3,4,4,3,4,4,3.993895725935225,0.012565718792599503,0.0013353790728175062,0.45947861988386596,0.0,0.0,0.0,0.0,3.0,4,0
165.55091622312648,2,0,2,6,7,7,6,7,5,4.2095798936390665,0.0008480999613589687,0.004546815460045826,0.4259546877641055,0.0,0.0,0.0,0.0,1.0,0,0
152.69044390436292,2,0,7,1,5,5,1,5,7,5.696867030909926,0.011702135387651899,0.0016663082186785328,0.13593325100249787,1.0,0.0,0.0,0.0,2.0,2,0
18.052758274649236,3,0,3,3,7,7,3,7,5,5.465775380459037,0.030416198300559767,0.0006105922217974116,0.2976484770872144,0.0,0.0,0.0,0.0,2.0,0,0
35.944667530873126,2,0,5,1,0,0,1,0,4,3.4519787037396004,0.0006392182723641935,0.0,0.06256548136356538,0.0,0.0,0.0,0.0,99.0,2,1
21.106870703557107,2,0,5,3,0,0,3,0,9,3.154243499512036,0.00013640426706717845,0.0,0.33039528891445163,0.0,0.0,0.0,0.0,99.0,1,1
20.086235437148677,2,0,4,4,3,3,4,3,6,8.774819560435024,0.0073638696510173254,0.0011769317504329343,0.3144616288307673,0.0,0.0,0.0,0.0,1.0,1,0
6.691301499448514,5,0,3,4,6,6,4,6,12,1.7582892645563168,0.0009093611150274533,0.00012540569818405306,0.1393195080939268,0.0,1.0,1.0,0.0,1.0,3,0
47.32214319421669,4,0,2,3,1,1,3,1,3,2.607137863107932,0.0030255002854357145,0.00011670417557287621,0.2167014815228265,0.0,0.0,0.0,0.0,3.0,2,0
36.433383477333734,4,0,3,3,4,4,3,4,4,4.118239368137094,0.015575505648748808,0.0010989348571208192,0.3933302086860977,1.0,1.0,0.0,0.0,1.0,5,0
7.378298932117662,4,0,3,3,6,6,3,6,6,6.9983091638979795,0.004054145828276603,0.000153981523899998,0.13516463706079862,0.0,1.0,0.0,0.0,3.0,2,0
19.69816644546662,4,0,5,1,1,1,1,1,6,6.3508514393627395,0.009485809262391575,0.0007421964156012167,0.386499563073651,0.0,0.0,0.0,0.0,1.0,0,0
112.49874279902032,4,0,7,2,4,4,2,4,4,3.834236855113518,0.007560538874026893,0.0020459538819595923,0.1650289888178996,0.0,0.0,0.0,0.0,3.0,2,0
17.323724846393468,0,0,7,4,5,5,4,5,2,1.7852353394619653,0.010100018018415563,0.0008981444945084737,0.4213868880981855,0.0,0.0,0.0,1.0,3.0,5,0
12.04388874434614,1,0,7,2,1,1,2,1,5,2.7302122766553825,0.008605322568592389,0.0015975263471164293,0.02494688947986557,1.0,1.0,0.0,0.0,1.0,9,0
35.25224492631363,4,0,5,5,2,2,5,2,8,4.30926811452386,0.027826615774461907,0.001069914506541531,0.13649252865652026,0.0,0.0,0.0,0.0,2.0,3,0
195.9816642176867,1,1,4,0,3,3,0,3,6,5.115277261793607,0.00786926241497357,0.00016689064290434543,0.09703572100744354,0.0,0.0,0.0,0.0,2.0,3,0
17.471516610187678,4,0,6,3,3,3,3,3,2,6.714100164010256,0.008219481588520572,0.0006733370787117717,0.4463788193596973,0.0,1.0,0.0,0.0,2.0,0,0
55.1819754633782,1,0,2,2,1,1,2,1,4,3.5780969970845393,0.0012599021458195349,0.0029923098716838647,0.21997469172138076,0.0,1.0,0.0,0.0,2.0,4,0
69.52494318077584,2,0,4,5,0,0,5,0,4,1.989296662305492,0.0004797998289765687,0.0,0.2773443593479651,0.0,0.0,0.0,0.0,99.0,0,1
17.20999275511126,2,0,4,6,1,1,6,1,4,1.764997916162557,0.010240589603538311,0.002307062552145742,0.12861763084894293,0.0,0.0,0.0,0.0,2.0,2,0
63.62370178215423,1,1,3,3,1,1,3,1,2,3.1962727906835755,0.005781975930428542,0.0010331770356577375,0.07289416794336882,0.0,0.0,1.0,0.0,3.0,3,0
